Cupo_TC,SEX,EDUCATION,MARRIAGE,AGE,RETRASO_PAGO_ESTADO_t-0,RETRASO_PAGO_ESTADO_t-1,RETRASO_PAGO_ESTADO_t-2,RETRASO_PAGO_ESTADO_t-3,RETRASO_PAGO_ESTADO_t-4,RETRASO_PAGO_ESTADO_t-5,DEUDA_MES_t-0,DEUDA_MES_t-1,DEUDA_MES_t-2,DEUDA_MES_t-3,DEUDA_MES_t-4,DEUDA_MES_t-5,PAGO_MES_t-0,PAGO_MES_t-1,PAGO_MES_t-2,PAGO_MES_t-3,PAGO_MES_t-4,PAGO_MES_t-5,default payment next month
120000,femenino,colegio,casado,50,0,0,0,0,0,0,109372,111564,112482,115046,80987,85921,5500,4200,4552,3100,6416,0,0
170000,femenino,universidad,soltero_a,27,0,0,0,0,0,0,97474,78520,80131,70788,68927,70678,2932,3000,2500,3000,2900,2918,0
500000,femenino,posgrado,soltero_a,33,-2,-2,-2,-2,-2,-2,10361,263,8050,8234,835,87878,263,8050,8234,835,87878,5000,0
20000,masculino,universidad,casado,34,0,0,0,0,0,0,2799,2164,1854,3296,3435,4435,2005,1200,1500,300,1000,95,0
80000,masculino,posgrado,soltero_a,31,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,0
20000,masculino,universidad,soltero_a,24,0,0,0,0,0,-1,3843,4110,4560,4567,4060,1035,1073,1258,1000,228,1035,0,0
50000,femenino,universidad,soltero_a,54,-1,4,3,2,3,2,1126,1113,1092,1415,1115,569,0,0,323,0,0,1188,0
110000,femenino,posgrado,soltero_a,28,0,0,0,0,0,0,53152,45002,42051,30803,28377,29053,1725,1774,1526,1100,1200,1081,0
50000,femenino,posgrado,soltero_a,33,2,2,2,2,2,2,31652,34207,35666,34798,36208,37466,3400,2301,0,2300,2000,2000,0
400000,masculino,posgrado,casado,66,0,0,0,0,0,0,258070,77910,61440,44590,12270,0,47000,1500,0,0,0,0,0
50000,femenino,universidad,casado,25,1,2,0,0,0,0,19454,18856,19590,18861,4581,2158,0,1200,477,121,22,0,0
330000,femenino,posgrado,soltero_a,28,0,0,0,0,0,0,32316,33705,28743,28217,25432,19938,2000,2000,2000,800,687,812,0
500000,masculino,posgrado,soltero_a,30,-2,-2,-2,-1,-1,0,3317,22426,12762,11692,184515,168259,11393,25742,18076,184637,841,37384,0
120000,masculino,posgrado,soltero_a,28,0,0,2,2,0,0,9383,16571,16607,16043,16379,16706,7703,600,0,595,599,619,0
50000,femenino,universidad,casado,55,0,0,0,2,2,0,21371,22389,25327,25668,24959,25506,1376,3314,1050,0,1100,950,0
20000,masculino,colegio,casado,25,0,0,0,0,0,0,15706,16849,17285,18683,9121,14374,1700,1110,1500,500,300,150,0
200000,femenino,posgrado,soltero_a,37,0,0,0,0,0,0,75360,57589,54711,44396,25948,14505,2050,15000,6003,845,290,12715,0
390000,femenino,posgrado,soltero_a,27,0,0,0,0,0,0,375023,376767,359292,348513,272077,225079,13313,13705,15454,144206,9000,10000,0
280000,femenino,universidad,soltero_a,33,1,-2,-2,-2,-2,-1,0,0,0,0,0,35833,0,0,0,0,35833,1500,0
150000,femenino,universidad,soltero_a,43,0,0,0,0,0,0,111024,111486,12596,13610,14381,15147,2720,1500,1229,1000,1000,1000,0
420000,femenino,universidad,casado,30,0,0,-1,0,0,-1,83640,63751,153092,111922,88709,36484,1275,156564,0,0,36484,69380,0
40000,femenino,universidad,casado,43,0,0,0,0,0,0,36415,37409,30019,30426,22867,12900,1939,1399,806,862,258,0,0
420000,femenino,universidad,casado,37,0,0,0,-1,0,0,36032,41932,9778,158901,161876,165378,7022,1846,163862,6000,6000,6000,0
230000,femenino,universidad,casado,34,2,-1,-1,-1,-1,-1,566,2329,1894,2528,1865,1496,2329,1894,2532,1865,1496,1873,0
290000,femenino,posgrado,casado,39,1,-1,-1,0,0,-1,1358,2586,11101,21101,2833,4820,2613,11101,10000,2839,4826,1352,0
150000,masculino,universidad,casado,35,0,0,0,0,0,0,129564,125063,118843,137751,141330,146389,10076,10050,30000,5000,6088,5150,0
160000,masculino,colegio,casado,33,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0
10000,masculino,colegio,casado,51,1,-1,2,2,0,0,0,950,1170,780,780,0,950,1000,0,0,0,0,0
170000,femenino,universidad,casado,36,2,2,2,2,2,2,15570,15031,16784,17711,17131,18197,0,2500,1500,0,1500,1000,0
380000,masculino,universidad,soltero_a,34,-1,2,-1,-1,0,-1,4384,3852,2300,632,316,316,0,2300,632,0,316,316,0
100000,femenino,universidad,soltero_a,29,-2,-1,0,0,0,0,75912,85276,88498,90289,92485,95630,10000,4000,2600,3000,4000,5000,0
110000,femenino,universidad,casado,35,0,0,0,0,0,0,46640,47686,48737,50157,51560,52965,1600,1600,2000,2000,2000,2000,0
200000,femenino,posgrado,casado,55,0,0,0,0,0,0,110778,111431,96867,77140,81849,78046,3796,4262,2645,5834,2771,2945,1
10000,masculino,universidad,casado,30,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
50000,femenino,universidad,soltero_a,22,0,-1,-1,0,0,0,1470,627,14596,19323,19728,20142,627,14596,5000,716,742,404,0
100000,masculino,colegio,casado,44,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,1
500000,masculino,posgrado,casado,53,-1,-1,-1,-1,-1,-1,107782,10961,11525,3228,9146,2430,11016,11602,3244,9191,2442,7992,0
50000,masculino,colegio,casado,45,0,0,0,0,0,0,29287,29875,15028,5639,6389,7130,1600,1700,1250,1000,1000,1000,0
120000,femenino,posgrado,soltero_a,48,0,0,0,0,-2,-1,96183,99575,102650,0,0,30900,5000,5000,0,0,30900,30900,0
100000,femenino,universidad,soltero_a,23,2,2,2,2,2,2,90680,93267,95189,96332,97560,95885,5000,4300,3600,3700,0,7300,0
340000,femenino,colegio,casado,40,0,0,0,0,0,0,194380,183139,179156,170491,158370,151685,7000,9000,9000,7000,6000,5400,0
30000,femenino,colegio,soltero_a,50,0,0,2,0,0,0,17891,19087,20078,20935,17228,17606,1800,1600,1600,1000,734,481,0
90000,femenino,posgrado,soltero_a,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,masculino,universidad,soltero_a,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,1
130000,femenino,universidad,soltero_a,37,0,0,0,0,0,0,81731,84383,87518,89360,90481,92858,4000,4500,4190,3500,4000,4000,0
360000,masculino,universidad,soltero_a,44,0,0,0,0,0,0,189003,154847,122037,119366,86285,83589,6050,5033,5055,3021,2363,3000,0
210000,masculino,colegio,soltero_a,28,0,0,0,0,0,0,58340,58644,59855,61013,61097,65089,2107,3000,3000,2500,6000,8000,0
210000,femenino,universidad,casado,40,0,0,0,0,0,2,42820,44156,44864,45768,48204,49453,1856,1564,1468,3000,2000,2000,0
150000,masculino,universidad,soltero_a,29,0,0,0,0,0,0,71593,71123,29040,106509,85608,86191,3060,1531,80000,3101,4000,2438,0
60000,femenino,colegio,soltero_a,27,0,0,0,0,0,0,39325,40668,42009,43804,44473,45752,2000,2000,2500,1700,2000,1700,0
60000,masculino,posgrado,soltero_a,24,0,0,0,0,-1,-1,8169,11027,27469,150,262,3467,3000,17000,0,262,3467,11250,0
50000,masculino,universidad,soltero_a,26,0,0,0,0,0,0,47974,48527,49381,9999,8793,9138,2500,2000,324,1000,1000,500,0
130000,femenino,posgrado,soltero_a,27,-2,-2,-2,-2,-2,-2,8508,27049,0,0,0,0,27049,0,0,0,0,0,0
80000,femenino,posgrado,soltero_a,23,0,0,0,0,0,0,69584,66342,60514,48965,29648,28737,2519,1838,1434,1015,1505,663,0
70000,masculino,universidad,soltero_a,43,0,0,0,0,0,0,59829,57240,29079,28562,29155,29448,1586,1739,1002,1033,1142,1014,0
20000,femenino,posgrado,soltero_a,24,0,0,0,0,0,0,18556,19162,19293,19298,19198,0,1805,1400,405,400,0,0,0
200000,masculino,posgrado,casado,39,0,0,0,0,0,0,192257,192560,198501,194782,191172,193267,7004,10061,7071,6514,7081,10121,0
210000,femenino,universidad,casado,34,0,0,0,0,-1,0,149092,153941,157358,3561,34600,32581,7000,7600,1019,36500,3000,3000,0
50000,masculino,colegio,casado,52,0,0,0,0,0,0,19438,20696,19533,17328,14614,15573,2003,2003,1500,1000,2000,2000,0
180000,femenino,posgrado,soltero_a,28,2,2,2,2,2,2,158245,161695,163620,165604,169075,172401,7400,6000,6100,6200,6200,6300,0
420000,femenino,universidad,soltero_a,25,0,0,0,0,0,0,23191,24541,24813,25893,26397,26557,2267,2034,1500,1467,1267,1767,0
160000,femenino,universidad,casado,49,0,0,0,0,0,0,76445,78013,19007,19392,19928,20445,4000,3000,1000,1000,1000,1000,0
250000,femenino,universidad,casado,35,1,2,2,2,2,2,196192,191745,205681,200988,217830,223254,0,17000,0,20000,9078,8500,0
200000,femenino,universidad,casado,48,0,0,0,0,0,0,93713,59223,50290,49771,92192,90772,1866,1762,1827,53248,3293,3314,0
420000,femenino,universidad,soltero_a,31,0,0,0,0,0,0,50771,48196,46932,45546,46369,42651,1862,2010,1700,1622,1520,1316,0
90000,femenino,universidad,casado,35,0,0,0,0,0,0,21093,14418,17217,16486,17390,19021,1256,3445,1099,1393,3045,1003,0
280000,masculino,colegio,casado,32,0,0,0,0,0,0,158798,163164,168543,172083,173850,177469,6000,7000,6762,4880,5050,5100,1
180000,femenino,otro,soltero_a,26,0,0,0,0,0,0,42086,96998,133743,135900,159631,160881,90402,100028,20000,26000,7000,6654,0
80000,femenino,colegio,casado,52,1,-1,-1,-1,-1,-1,0,2583,3001,21306,5051,2450,2583,3001,21306,5051,2450,0,1
130000,femenino,colegio,casado,47,-1,2,2,-1,0,-1,5027,4151,1622,5032,1749,3645,1622,16,5377,829,3645,4213,0
160000,femenino,colegio,casado,39,0,0,0,0,0,0,40892,42416,43367,44344,45486,50520,2500,3000,2000,1856,6000,2000,0
50000,masculino,universidad,soltero_a,24,0,0,0,0,0,0,12236,13324,14403,15460,15804,16549,1300,1300,1300,600,1000,602,0
60000,femenino,universidad,casado,41,0,0,0,0,0,0,34632,35654,36991,37701,38452,39255,1600,1915,1625,1376,1422,1435,1
390000,femenino,posgrado,soltero_a,25,0,0,0,0,0,0,21382,19133,19327,26992,33483,37465,4000,5000,11417,10000,10000,5000,0
30000,masculino,universidad,otro,27,0,0,-1,0,0,0,14935,9000,13358,19332,18149,11743,4500,13358,18154,796,484,432,0
20000,femenino,colegio,soltero_a,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,femenino,universidad,soltero_a,30,0,0,0,0,0,0,37522,38614,39671,40213,41064,43382,2000,2000,1500,1500,3000,2000,0
150000,femenino,universidad,casado,49,-1,-1,-1,-1,-1,-1,575,25622,4992,1578,1216,4475,25622,4992,1578,1216,4475,15964,0
20000,femenino,colegio,soltero_a,25,-1,-1,-1,0,0,-2,12547,14699,900,900,0,0,14745,900,0,0,0,0,1
10000,masculino,universidad,casado,42,2,2,3,2,2,2,4770,9182,8893,8928,9586,9294,4505,0,334,801,0,1487,1
50000,masculino,colegio,casado,51,1,2,0,0,0,0,48091,47028,46672,28478,29074,29671,1,2213,1019,1055,1080,1245,1
360000,femenino,posgrado,soltero_a,26,-1,-1,-1,-1,-1,-1,7142,44008,21715,5064,9147,6068,44234,21823,5089,9192,6098,16495,0
300000,femenino,posgrado,soltero_a,30,-1,-1,-1,-1,0,0,515,200,208,2609,2040,1341,200,208,2610,0,0,0,0
510000,femenino,posgrado,casado,35,0,0,0,0,0,0,62382,55076,113654,104449,95937,96634,5000,70000,3500,4000,3500,5000,0
350000,femenino,colegio,casado,31,0,0,0,-1,-1,-1,144718,214075,102601,99735,107130,0,100012,62635,99735,107130,0,0,0
50000,masculino,universidad,soltero_a,45,0,0,0,0,0,0,30359,28717,16177,15949,14319,17319,2000,2000,2000,1000,3000,2200,0
200000,masculino,universidad,soltero_a,29,0,0,0,0,0,0,60068,50636,41265,49072,11314,11816,2500,2626,9412,500,1000,500,0
90000,masculino,universidad,soltero_a,28,0,0,0,0,0,0,42322,43314,44354,45372,46317,51292,1997,2037,2055,2000,5913,0,0
310000,femenino,universidad,casado,40,0,0,0,0,0,0,180225,85799,103459,80237,74627,52057,10000,20000,10000,6000,5000,5000,0
60000,femenino,posgrado,soltero_a,25,0,0,0,0,0,0,59228,59961,59824,47655,27298,28303,2300,3572,2169,6000,4000,4000,0
200000,femenino,universidad,soltero_a,30,-2,-2,-2,-2,-2,-2,4690,2026,4900,1508,2451,2966,2028,4942,1508,2467,2972,6317,0
110000,masculino,universidad,soltero_a,37,0,0,0,0,0,0,68773,69527,76273,76409,76166,76384,3500,10000,3500,3000,3000,4000,0
300000,masculino,posgrado,soltero_a,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,masculino,universidad,soltero_a,34,0,0,0,0,0,0,24380,17858,19563,20929,21280,21724,2000,2000,2000,1000,787,1133,0
20000,masculino,posgrado,soltero_a,23,2,2,2,2,2,2,7040,7897,7622,8294,8016,9382,1128,0,800,0,1500,815,1
130000,femenino,posgrado,soltero_a,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1313,0
250000,femenino,posgrado,casado,43,-2,-2,-2,-2,-2,-2,34200,0,110801,0,18805,0,0,110801,0,18805,0,0,0
500000,femenino,posgrado,casado,49,-2,-1,-1,-1,-1,-1,1088,4007,9933,14557,53328,58052,4031,10021,14576,53850,58332,37616,0
150000,femenino,posgrado,soltero_a,31,-2,-1,-1,-1,-2,-2,2005,2869,16719,8568,797,1158,2876,16732,8593,799,1161,41380,0
60000,masculino,colegio,casado,43,0,0,0,0,0,0,44057,42706,42345,42849,17490,15633,1669,2000,1870,1000,586,619,0
170000,femenino,universidad,casado,39,0,0,0,0,0,0,22870,20653,21577,20334,19161,18613,2000,1685,1231,608,650,547,0
160000,femenino,universidad,soltero_a,37,2,2,2,2,2,2,147333,143786,151842,147962,156921,159416,200,12000,0,11500,5811,0,1
180000,femenino,universidad,casado,53,-2,-2,-2,-2,-2,-2,0,533,2329,1778,2510,184,533,2329,1778,2514,184,1103,0
20000,femenino,universidad,soltero_a,26,0,0,0,0,0,0,16932,17938,18798,19347,8007,4890,1596,1456,1005,160,98,0,0
240000,masculino,posgrado,casado,42,0,0,0,0,0,0,72339,91045,91027,51508,51127,0,20000,2213,1030,1023,6790,10893,0
200000,femenino,posgrado,casado,34,-2,-1,-1,-2,-2,-1,16024,18168,10274,4726,4484,4745,18184,10274,4726,4490,4745,1283,0
400000,femenino,universidad,soltero_a,27,1,-2,-1,-1,-2,-1,0,0,890,0,0,1180,0,890,0,0,1180,1470,0
60000,masculino,colegio,soltero_a,29,0,0,0,0,0,0,4262,11674,6281,7920,8472,8735,7662,1269,1908,1000,727,0,0
240000,femenino,universidad,casado,31,2,0,0,0,0,0,71876,72382,72155,72543,73011,73484,3100,2400,2367,2435,2500,3000,1
170000,femenino,universidad,soltero_a,37,0,0,0,0,0,0,117527,120998,120582,112819,113932,107776,5837,4278,4021,3828,3843,3879,0
410000,masculino,universidad,casado,45,0,0,0,0,0,0,278405,285415,279484,274639,281158,288051,13000,10515,9884,11000,11425,11700,0
500000,masculino,posgrado,soltero_a,30,0,0,0,0,0,0,449733,425268,489942,437809,409337,406573,20120,120063,40000,12389,12000,10000,0
220000,masculino,posgrado,soltero_a,29,2,2,2,2,2,2,124820,126740,121910,89608,53535,36312,6300,0,6000,2500,0,1500,1
90000,femenino,universidad,soltero_a,29,0,0,0,0,0,0,47585,52084,53817,54818,55985,57398,10000,2600,2500,2200,2500,3000,0
360000,femenino,universidad,soltero_a,39,-1,2,2,-2,-2,-2,655,655,0,0,0,0,0,0,0,0,0,0,0
140000,femenino,posgrado,casado,40,1,-1,-1,-1,-1,-1,0,1220,0,584,0,190,1220,0,584,0,190,0,0
200000,masculino,colegio,soltero_a,27,-1,0,0,0,0,0,3179,3844,5117,6877,7504,8148,1844,2117,1877,1504,1148,2599,0
20000,masculino,universidad,soltero_a,25,0,0,0,0,0,0,13896,12906,13983,10983,5400,0,2000,2500,2000,0,0,0,1
30000,femenino,colegio,otro,40,-1,-1,-1,-1,-1,-1,29896,11158,18245,9714,28103,9207,11158,18245,9714,28112,9207,14379,0
140000,masculino,posgrado,soltero_a,29,0,0,0,0,0,0,29785,32140,34002,23567,24377,4327,4000,3000,3000,1000,1000,2000,0
50000,femenino,universidad,casado,48,-1,-1,2,-1,-1,-1,1079,7179,6478,7527,3060,1490,7651,0,7535,3060,1490,1095,0
150000,femenino,universidad,casado,28,0,0,0,0,0,0,19946,18646,13086,13086,3555,0,2000,1500,1500,1000,0,0,0
170000,femenino,universidad,casado,45,0,0,0,0,2,2,133341,133715,130591,138404,138733,137642,6804,6883,11600,5020,1200,4000,0
220000,masculino,universidad,casado,47,-2,-2,-2,-2,-2,-2,7625,8325,1497,0,0,7625,8334,1497,0,0,7625,2226,0
410000,femenino,posgrado,casado,53,-1,-1,-1,-1,-1,-1,4213,187,7884,1842,1129,7592,187,7898,1842,1129,7592,0,0
200000,femenino,posgrado,soltero_a,28,0,0,0,0,0,0,140407,142965,188990,188742,187267,190249,8031,55015,5327,5505,5525,6039,0
300000,masculino,universidad,soltero_a,31,-1,-1,-1,-1,-1,-1,86267,78176,48163,13461,5121,5663,78580,48408,13538,5145,5690,13535,0
100000,masculino,posgrado,casado,46,2,0,0,0,0,0,98482,89958,78533,75568,63637,50711,3517,2700,19782,2063,3000,1400,1
10000,femenino,universidad,casado,46,1,2,-1,-1,-1,-1,9841,9628,4060,4530,2140,1875,121,4060,4530,2140,1875,0,1
180000,femenino,posgrado,soltero_a,30,3,2,-1,0,0,0,1782,192,1291,1891,3914,26414,0,1291,600,2023,22500,32800,0
50000,masculino,universidad,casado,38,0,0,2,0,0,2,32669,35917,35063,36176,38269,37521,3800,0,2000,3000,0,3200,0
80000,femenino,posgrado,soltero_a,29,0,0,0,0,0,0,48164,49388,51760,52650,55477,55020,2000,3305,3000,7767,7007,5000,0
100000,masculino,universidad,soltero_a,34,0,0,0,0,-1,-1,19138,6630,4958,5314,390,390,1100,1254,1000,390,390,390,0
50000,femenino,colegio,casado,37,-1,2,0,0,0,0,2564,2378,4167,5438,6193,6939,0,2000,1500,1000,1000,1000,0
180000,femenino,universidad,soltero_a,24,0,0,0,0,-1,0,8031,9269,9029,11186,23320,6666,2009,2626,3000,23320,1000,1000,1
240000,masculino,universidad,soltero_a,26,0,0,0,0,0,0,161766,166147,169882,173246,177112,187951,7000,6500,6183,6640,14000,0,0
100000,femenino,posgrado,soltero_a,24,0,-1,-1,-2,-2,-2,93411,4081,0,0,0,0,11645,0,0,0,0,0,0
30000,masculino,universidad,casado,30,0,0,0,0,0,0,28130,27836,28998,29480,29500,0,1750,2000,1200,1000,0,1500,0
80000,masculino,universidad,soltero_a,26,0,0,0,0,0,0,33490,35908,29995,27297,21524,23005,5000,1318,1200,2000,2000,2000,0
50000,masculino,universidad,casado,31,-1,-1,2,2,-2,-2,1450,2590,770,0,0,0,2590,0,0,0,0,0,0
430000,femenino,posgrado,soltero_a,31,-2,-2,-1,0,0,0,10226,5671,52983,70672,52378,56360,5873,52983,35002,10203,7500,10000,0
110000,femenino,universidad,casado,28,0,0,2,0,0,0,96131,106932,103381,75794,76947,79105,14000,27,4000,3000,3000,10000,0
170000,femenino,universidad,casado,34,0,0,0,0,0,0,166851,107434,99487,49017,48812,0,5000,5000,3000,3000,0,1219,0
200000,masculino,posgrado,casado,31,-1,-1,-1,-1,-1,-1,990,1000,6855,1500,9181,7443,1010,6855,1500,9181,7443,2009,0
200000,femenino,posgrado,soltero_a,28,2,2,2,2,0,0,68398,73564,73548,44234,42599,46192,6900,1966,12,1604,5164,1104,1
150000,femenino,posgrado,soltero_a,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,masculino,universidad,soltero_a,33,0,0,0,0,0,0,61705,58018,52383,48139,35898,30754,3000,3000,3000,4000,3000,4000,0
360000,masculino,posgrado,soltero_a,35,-1,-1,-1,-1,-1,-1,200,317,12349,0,326,105,317,12357,0,326,105,200,0
180000,femenino,posgrado,soltero_a,30,-1,-1,-1,-1,-2,-1,1650,196,2500,0,0,3650,196,2500,0,0,3650,3859,0
50000,masculino,posgrado,casado,50,1,2,0,0,0,0,49252,44326,39689,29422,12856,0,1521,1345,2074,238,0,0,1
400000,masculino,colegio,soltero_a,63,-1,-1,-1,-1,0,0,52332,42898,26096,396988,348029,173170,42898,26099,397092,7864,3785,0,0
170000,masculino,posgrado,soltero_a,48,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0
130000,femenino,colegio,casado,39,-1,-1,2,-1,-1,-1,1755,1890,735,1575,316,5039,1890,0,1575,316,5039,1156,0
100000,femenino,universidad,casado,36,2,2,2,2,2,2,78063,79346,77977,79071,76918,81713,3500,3300,3000,0,6500,3000,1
50000,masculino,colegio,soltero_a,36,0,0,0,0,-2,-2,47911,48418,7000,0,0,0,2166,1000,0,0,0,0,0
60000,femenino,posgrado,soltero_a,23,0,0,0,0,0,0,27369,27961,28509,28628,28785,28921,1466,1452,1009,1040,1048,856,0
20000,masculino,colegio,soltero_a,24,0,0,0,0,-1,-1,17895,19598,19701,3486,199,0,2000,1000,400,199,0,0,0
240000,masculino,posgrado,soltero_a,28,-1,-1,-1,-1,-1,-1,326,326,326,5676,476,326,326,326,5676,476,326,526,0
80000,masculino,posgrado,casado,40,0,0,2,2,2,2,28054,31201,31594,30787,34513,34995,3600,1200,0,4246,1200,1500,1
20000,masculino,universidad,soltero_a,42,1,2,0,0,2,0,11063,10594,11714,13923,13405,13683,0,1600,2726,0,643,646,1
80000,femenino,colegio,casado,39,0,0,0,0,0,0,18787,19869,20897,21911,22545,23181,1400,1352,1366,1000,1000,1000,0
30000,femenino,colegio,casado,23,0,0,0,0,0,0,26117,27028,27510,27817,28130,27141,1737,1609,1306,1455,857,1087,0
410000,masculino,posgrado,soltero_a,32,-1,0,-1,-1,-1,-1,3339,13047,7764,623,4695,4133,10000,7764,623,4695,5973,4421,0
200000,femenino,universidad,soltero_a,33,0,0,0,0,0,0,194283,196485,197597,152670,134645,141557,7520,6700,5130,4800,9000,5150,0
20000,femenino,universidad,otro,47,1,2,0,0,0,0,9325,8562,9571,9912,10036,10400,1000,1159,500,432,600,0,0
80000,femenino,colegio,casado,51,1,2,0,0,0,0,52275,50838,51901,52959,54012,55147,0,1883,1920,1931,2003,2046,1
130000,femenino,universidad,casado,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,femenino,posgrado,soltero_a,24,0,0,0,-1,-1,-1,4679,3146,0,2000,4716,7485,1000,0,2000,4716,7485,10254,0
160000,masculino,universidad,casado,28,0,0,2,2,0,0,62312,66965,67648,66020,67386,68336,5856,2311,0,2377,2000,1881,0
200000,masculino,posgrado,soltero_a,27,-1,-1,-1,0,0,-1,630,825,1890,1260,630,630,825,1890,0,0,630,1030,0
70000,femenino,posgrado,soltero_a,25,1,2,2,2,2,2,53742,52281,55981,54484,59080,59096,0,4545,0,5500,2090,0,0
20000,femenino,universidad,soltero_a,26,0,0,0,0,0,0,15700,16734,17549,17702,10400,0,1600,1400,1171,600,0,0,0
300000,masculino,universidad,soltero_a,28,0,0,0,0,0,0,293498,299066,295173,286885,287816,294383,13007,11067,10026,10500,11080,10500,0
340000,femenino,universidad,soltero_a,29,0,-1,-1,-1,0,0,43733,16584,16498,100928,26083,20214,16787,16514,100940,20229,25,8,0
220000,masculino,posgrado,soltero_a,27,0,0,-1,-1,-1,-1,34686,8,1744,55164,49967,7839,8,2178,55200,50148,10107,0,0
70000,femenino,universidad,soltero_a,36,0,0,0,0,0,0,68699,69120,68376,30163,14310,15085,4483,12496,3268,3000,3000,2000,0
20000,masculino,colegio,soltero_a,49,0,0,0,0,0,0,15237,16030,17948,18647,19193,19721,1600,2500,1000,846,1000,593,0
100000,femenino,posgrado,soltero_a,29,0,0,0,-1,0,0,85268,65279,33077,43593,40782,37949,5000,5024,43593,1700,1500,1500,0
30000,femenino,posgrado,casado,23,2,0,0,0,0,0,25665,26669,28080,28836,28812,29400,1433,1844,1600,576,588,600,1
200000,masculino,posgrado,casado,44,-1,-1,-1,-1,-2,-2,3983,4884,3165,0,0,0,4884,3165,0,0,0,0,0
80000,masculino,posgrado,soltero_a,27,0,0,0,0,0,-1,74413,76817,74554,43727,16307,1755,7000,3000,1400,326,1755,0,0
440000,femenino,universidad,soltero_a,34,-2,-2,-2,-2,-2,-2,0,200,751,2674,317,565,200,751,2700,320,570,0,0
360000,femenino,posgrado,soltero_a,32,-1,-1,-1,0,0,0,13819,2148,34766,14138,14690,19792,2148,34766,2005,2190,7300,20296,0
30000,femenino,universidad,soltero_a,23,0,0,0,0,0,0,20059,21061,22092,23104,23420,24045,1641,1672,1684,1000,1000,1000,1
140000,femenino,posgrado,casado,39,0,0,0,0,0,0,27942,29472,30579,31227,34898,35528,2000,1600,2000,5000,2000,30000,0
20000,masculino,universidad,casado,41,0,0,0,0,0,0,9632,10676,13702,14713,15068,15425,1208,3234,1245,600,600,600,0
500000,femenino,universidad,casado,33,-1,-1,-1,-1,-1,-1,9511,1468,3766,580,8120,1821,1468,3766,580,8120,1821,979,0
250000,femenino,posgrado,casado,53,-1,-1,-1,-1,-1,0,440,439,440,440,880,440,439,441,440,880,0,590,0
110000,masculino,posgrado,casado,40,0,0,0,0,0,0,8481,13066,17638,22204,26784,31352,4980,5124,5256,5416,5552,5742,0
180000,femenino,universidad,casado,37,0,0,0,0,0,0,14704,14417,13387,9537,38456,35947,1244,1064,278,31369,1268,1118,1
130000,femenino,universidad,otro,38,-1,-1,-1,0,0,-1,780,0,11836,7216,8826,390,0,11836,2000,2000,390,390,0
180000,femenino,universidad,casado,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
270000,masculino,posgrado,casado,51,-1,-1,-1,-1,-2,-2,19984,2099,12985,0,0,0,2099,13056,0,0,0,0,1
440000,masculino,colegio,casado,35,0,0,0,0,0,-1,13754,12364,11613,12651,13211,23600,2017,3000,3019,5011,23748,13633,0
450000,femenino,universidad,soltero_a,29,0,0,0,0,0,0,371724,359672,56033,31126,18345,12836,10000,1500,2109,5000,1000,3020,0
150000,masculino,posgrado,soltero_a,26,-1,-1,-1,-1,0,0,360,360,360,16133,22309,22377,360,360,16133,7000,796,819,0
150000,masculino,posgrado,soltero_a,37,2,2,2,2,2,2,36148,36858,35985,38687,37765,40352,1600,0,3300,0,3200,1700,1
400000,femenino,posgrado,casado,42,-1,2,-1,-1,-1,-1,80,80,3710,33605,47029,39400,0,3828,33627,47029,40000,0,0
210000,femenino,universidad,casado,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,femenino,universidad,soltero_a,22,0,0,0,0,0,-1,68247,68263,22551,16008,0,13180,2120,1010,328,0,13180,2000,0
470000,masculino,universidad,soltero_a,34,-2,-2,-2,-1,-1,0,23747,23305,0,1632,141186,143916,1116,0,1632,141190,6000,7004,0
20000,masculino,colegio,soltero_a,40,0,0,0,0,0,0,17180,17715,18841,18989,11583,11859,1500,1500,1000,1000,1000,1000,0
20000,masculino,universidad,soltero_a,26,0,0,0,0,0,0,4491,5906,7298,8515,9869,11196,1500,1500,1500,1500,1500,1500,0
210000,masculino,posgrado,soltero_a,30,-1,0,0,0,0,0,1060,3229,4107,5931,4665,6607,2200,1005,3208,2000,2000,49980,0
