Cupo_TC,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,AGE,RETRASO_PAGO_ESTADO_t-0,RETRASO_PAGO_ESTADO_t-1,RETRASO_PAGO_ESTADO_t-2,RETRASO_PAGO_ESTADO_t-3,RETRASO_PAGO_ESTADO_t-4,RETRASO_PAGO_ESTADO_t-5,DEUDA_MES_t-0,DEUDA_MES_t-1,DEUDA_MES_t-2,DEUDA_MES_t-3,DEUDA_MES_t-4,DEUDA_MES_t-5,PAGO_MES_t-0,PAGO_MES_t-1,PAGO_MES_t-2,PAGO_MES_t-3,PAGO_MES_t-4,PAGO_MES_t-5,default payment next month,AGE_DECILES,PROMEDIO_DEUDA,CUPO_DECILES,DEUDA/CUPO
90000,1,0,0,1,0,0,0,1,0,23,0,0,0,0,0,0,12770,14241,14895,25195,23769,2269,2500,1200,10500,7000,1000,0,1,1,15523.166666666666,4,0.17247962962962962
370000,0,1,0,1,0,0,1,0,0,39,1,2,0,0,0,0,343248,334394,337272,340152,345904,322168,5,14005,12004,12362,12006,9555,1,7,337189.6666666667,10,0.9113234234234234
360000,1,0,0,0,1,0,1,0,0,29,0,0,0,0,0,0,92693,87415,69552,38898,31222,55801,20595,20200,10063,1897,30278,83275,0,3,62596.833333333336,9,0.1738800925925926
100000,0,1,0,0,1,0,0,1,0,33,0,0,2,2,2,2,38219,42604,44607,45576,46495,47182,5000,3000,2000,1800,1600,2000,0,5,44113.833333333336,4,0.44113833333333335
360000,1,0,0,1,0,0,0,1,0,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,9,0.0
50000,1,0,0,0,1,0,1,0,0,27,0,0,0,0,0,0,39607,40399,36712,33485,37712,40065,5014,5000,5000,5000,5000,5000,0,2,37996.666666666664,2,0.7599333333333332
610000,1,0,1,0,0,0,0,1,0,50,-1,-1,-1,-1,-1,0,10579,11299,7380,3755,20515,11497,11299,9710,3769,20515,0,1070,0,10,10837.5,10,0.01776639344262295
290000,0,1,0,0,1,0,1,0,0,36,0,0,0,0,0,0,215472,222699,213253,126952,103575,56564,11000,9500,4000,3003,2000,2000,0,6,156419.16666666666,9,0.5393764367816092
280000,1,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,146130,120750,105492,104061,105202,107143,5042,4000,4000,4000,4368,4000,0,2,114796.33333333333,8,0.40998690476190475
500000,1,0,0,1,0,0,0,1,0,41,0,0,0,0,0,0,131720,103746,91805,76152,62783,44422,3900,3200,2766,2100,1703,1092,0,8,85104.66666666667,10,0.17020933333333335
270000,1,0,0,0,1,0,0,1,0,43,-2,-2,-2,-2,-2,-2,1626,1443,1443,1443,9629,1773,1443,1443,1443,9629,1773,14524,0,8,2892.8333333333335,8,0.010714197530864198
150000,1,0,0,0,1,0,1,0,0,30,-2,-2,-2,-2,-1,-1,52806,12871,4876,9128,10460,5157,13497,4372,18853,10975,5157,15182,0,4,15883.0,5,0.10588666666666667
40000,1,0,1,0,0,0,0,1,0,46,-1,-1,2,0,-1,-1,50,1850,1056,1875,299,0,1800,0,1000,299,0,0,0,9,855.0,2,0.021375
350000,0,1,0,0,1,0,1,0,0,30,2,2,-1,2,0,0,832,0,1844,1248,832,416,0,1844,0,0,0,832,1,4,862.0,9,0.002462857142857143
130000,1,0,0,1,0,0,0,1,0,47,0,0,0,0,0,0,85317,86865,88760,35671,36977,38931,3813,4013,1274,1878,3116,0,0,9,62086.833333333336,5,0.4775910256410257
210000,0,1,1,0,0,0,0,1,0,47,-2,-2,-2,-2,-2,-2,6460,3623,10325,8751,11920,8967,3623,10362,8751,11920,8967,7416,1,9,8341.0,7,0.03971904761904762
100000,1,0,0,0,1,0,1,0,0,28,0,0,0,0,0,0,53494,52656,52600,52336,55831,56265,4173,3000,2025,5000,3000,3000,0,3,53863.666666666664,4,0.5386366666666667
640000,1,0,1,0,0,0,1,0,0,34,0,0,0,0,0,-1,105423,133637,118372,33929,79807,19552,51644,30291,41,70128,19576,194014,0,5,81786.66666666667,10,0.12779166666666666
30000,1,0,1,0,0,0,0,1,0,49,0,0,0,0,0,0,28806,13406,14485,15936,16370,17105,1600,1600,2000,1000,1000,1000,0,9,17684.666666666668,1,0.589488888888889
50000,1,0,0,1,0,0,0,1,0,53,0,0,0,0,-1,2,46940,48372,48184,3736,2003,380,2188,1000,75,2003,0,0,1,10,24935.833333333332,2,0.49871666666666664
50000,1,0,0,1,0,0,1,0,0,23,1,2,2,0,0,2,42586,43813,42779,38180,40685,37662,2200,0,1600,3300,0,1600,0,1,40950.833333333336,2,0.8190166666666667
100000,1,0,0,0,1,0,1,0,0,25,-1,0,0,-1,-1,0,16659,13585,7886,5578,8608,11756,10000,4000,5578,11756,10000,5470,0,1,10678.666666666666,4,0.10678666666666665
10000,1,0,0,1,0,0,1,0,0,23,0,0,0,0,2,0,8536,8617,7902,9166,8885,9185,1117,1302,1566,0,429,182,0,1,8715.166666666666,11,0.8715166666666666
70000,0,1,1,0,0,0,1,0,0,38,0,0,0,0,0,0,68370,69911,69970,57118,27510,27176,2682,2563,1568,970,1000,2000,1,7,53342.5,3,0.7620357142857143
180000,1,0,0,1,0,0,1,0,0,34,0,0,0,0,0,0,59076,50505,38547,63249,51437,45279,3000,3000,33000,2000,2000,2000,0,5,51348.833333333336,6,0.28527129629629633
210000,1,0,0,0,1,0,0,1,0,38,-1,-1,-2,-2,-1,-1,29504,0,0,0,1742,0,0,0,0,1742,0,22854,0,7,5207.666666666667,7,0.0247984126984127
20000,1,0,0,1,0,0,1,0,0,48,0,0,0,0,2,-1,7684,8565,4519,3520,1680,5285,1200,2008,1680,0,5285,0,0,9,5208.833333333333,1,0.2604416666666666
140000,1,0,0,0,1,0,1,0,0,29,0,0,0,0,0,0,130261,95550,96273,91059,92609,95184,3474,4000,4000,3500,8000,5000,0,3,100156.0,5,0.7154
50000,1,0,1,0,0,0,1,0,0,22,0,0,0,0,0,0,46687,47831,48764,47109,39415,39920,1896,1829,1924,1308,1480,1171,1,1,44954.333333333336,2,0.8990866666666667
90000,1,0,0,1,0,0,1,0,0,23,1,3,2,0,0,0,39772,38836,36654,32747,33091,33291,0,15,1831,1175,1338,1216,0,1,35731.833333333336,4,0.3970203703703704
110000,0,1,0,0,1,0,1,0,0,25,0,0,0,0,0,0,89687,89434,91389,92003,95614,93399,4100,4304,4004,6007,4003,5017,0,1,91921.0,4,0.8356454545454546
10000,0,1,0,1,0,0,1,0,0,43,2,-1,-1,-1,-1,-1,654,608,654,5954,0,1308,608,700,5954,0,1308,0,1,8,1529.6666666666667,11,0.15296666666666667
150000,1,0,0,1,0,0,0,1,0,35,0,0,0,0,0,0,128278,131715,133625,49019,44801,39742,7000,6000,1800,1600,2000,1700,0,6,87863.33333333333,5,0.5857555555555555
360000,0,1,0,1,0,0,0,1,0,47,-2,-2,-2,-2,-2,-2,1730,2500,0,0,0,0,2500,0,0,0,0,0,0,9,705.0,9,0.001958333333333333
30000,1,0,0,1,0,0,0,1,0,49,0,0,0,2,0,0,2273,2127,2552,1992,1583,1320,2000,1300,0,0,150,0,1,9,1974.5,1,0.06581666666666666
130000,1,0,0,0,1,0,0,1,0,35,0,0,0,0,0,0,23693,27228,30795,38637,39259,72981,4257,4338,8399,1260,34721,5202,0,6,38765.5,5,0.29819615384615383
180000,1,0,0,0,1,0,0,1,0,29,-2,-1,0,0,-2,-2,0,287,5264,1521,0,0,287,5293,1523,0,0,0,0,3,1178.6666666666667,6,0.006548148148148148
70000,0,1,0,0,1,0,0,1,0,42,0,0,0,0,-2,-2,25317,24806,24100,0,0,0,2000,1010,0,0,0,0,0,8,12370.5,3,0.17672142857142858
150000,0,1,0,1,0,0,1,0,0,37,-1,0,0,0,0,0,111880,106841,102490,103711,104153,103240,4000,3700,3700,3756,3800,3500,0,6,105385.83333333333,5,0.7025722222222222
250000,1,0,0,1,0,0,0,1,0,29,-2,-2,-2,-2,-2,-2,0,256,258,258,258,258,256,258,258,258,258,258,0,3,214.66666666666666,8,0.0008586666666666666
50000,0,1,1,0,0,0,0,1,0,45,0,0,0,0,0,0,43469,44462,45510,46501,47119,47321,2015,2063,2054,1672,1946,1700,0,9,45730.333333333336,2,0.9146066666666667
240000,0,1,0,1,0,0,0,1,0,37,0,0,0,0,0,0,11278,14070,15535,17734,19734,8561,3000,2000,3000,2000,2000,0,0,6,14485.333333333334,8,0.06035555555555556
200000,0,1,0,0,1,0,1,0,0,29,-1,-1,-1,0,-1,-1,4810,0,726,726,495,1402,0,726,0,495,1562,1420,1,3,1359.8333333333333,7,0.006799166666666666
200000,1,0,0,1,0,0,1,0,0,26,-1,-1,-1,-1,-1,0,41906,17969,29789,11740,27004,4039,18089,30223,42749,27124,22,58869,0,2,22074.5,7,0.1103725
30000,1,0,0,1,0,0,1,0,0,30,0,0,2,0,0,0,16570,18989,18387,22047,23691,25547,3000,0,4000,2000,2250,1500,0,4,20871.833333333332,1,0.6957277777777777
50000,1,0,0,1,0,0,0,1,0,29,0,0,2,2,2,0,40117,45598,44570,47133,46249,47179,6138,0,3618,0,1850,1862,1,3,45141.0,2,0.90282
80000,0,1,0,1,0,0,1,0,0,27,1,2,2,2,2,2,53576,52128,56657,57340,55823,58260,0,6000,2200,0,3500,3500,1,2,55630.666666666664,3,0.6953833333333334
80000,1,0,0,0,1,0,1,0,0,29,0,0,0,0,2,2,61565,62857,64773,68073,69538,70841,2281,2961,5000,2700,2600,2700,0,3,66274.5,3,0.82843125
380000,1,0,0,0,1,0,1,0,0,31,0,0,2,0,0,0,66979,70289,69790,71506,74078,77088,5700,2500,3500,5000,5000,3400,0,4,71621.66666666667,10,0.1884780701754386
140000,1,0,0,1,0,0,1,0,0,27,1,2,2,3,2,2,118013,123630,128308,125776,123659,131290,9044,8200,1000,0,9874,0,0,2,125112.66666666667,5,0.8936619047619048
110000,0,1,0,0,1,0,1,0,0,35,3,2,2,3,3,2,450,450,450,450,450,300,0,0,0,0,0,288,1,6,425.0,4,0.003863636363636364
200000,0,1,0,1,0,0,1,0,0,38,0,0,0,0,0,0,176579,180233,184262,178674,181318,179477,6589,7074,7870,7028,6768,5906,1,7,180090.5,7,0.9004525
200000,0,1,0,1,0,0,1,0,0,39,0,0,-1,0,0,2,13124,11774,6328,4714,42184,39576,1058,6336,10,39585,39,1087,0,7,19616.666666666668,7,0.09808333333333334
130000,1,0,0,0,1,0,1,0,0,28,0,0,0,0,0,0,31283,32045,28974,23386,23958,24740,1900,1500,1000,1100,1337,1500,1,3,27397.666666666668,5,0.21075128205128207
420000,1,0,0,1,0,0,1,0,0,37,1,-1,0,0,-1,0,6277,30512,17516,8773,15437,26376,31326,1150,205,15442,22292,1003,0,6,17481.833333333332,10,0.041623412698412694
150000,0,1,0,1,0,0,0,1,0,31,-1,-1,-1,0,-1,2,530,530,957,1817,714,424,530,957,1000,800,0,9000,0,4,828.6666666666666,5,0.005524444444444444
200000,1,0,0,1,0,0,0,1,0,45,0,0,0,0,0,0,144314,147532,147911,57903,60117,61828,7008,8000,5000,3000,3000,3000,0,9,103267.5,7,0.5163375
80000,1,0,0,1,0,0,0,1,0,27,0,-1,-1,-2,-2,-2,56720,5958,4303,3850,0,0,5958,4321,3869,0,0,0,1,2,11805.166666666666,3,0.14756458333333333
40000,1,0,0,0,1,0,1,0,0,24,-1,2,-1,-1,0,-1,780,390,390,780,390,150,0,390,780,0,150,780,1,1,480.0,2,0.012
200000,0,1,0,1,0,0,0,1,0,53,1,-1,-1,-2,-2,-1,0,2920,0,0,0,6753,2920,0,0,0,6753,0,1,10,1612.1666666666667,7,0.008060833333333333
180000,1,0,0,0,1,0,1,0,0,33,2,2,2,2,2,2,118656,125175,126899,127336,125273,134210,10000,5200,4000,1500,11000,1000,1,5,126258.16666666667,6,0.7014342592592593
300000,0,1,0,0,1,0,0,1,0,54,0,0,-2,-2,-2,-2,234589,0,0,0,0,0,0,0,0,0,0,0,0,10,39098.166666666664,9,0.1303272222222222
60000,1,0,1,0,0,0,1,0,0,44,0,0,0,0,0,0,56403,57765,59198,31437,32113,33591,2300,2600,1600,1200,2000,1300,0,9,45084.5,3,0.7514083333333333
330000,1,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,58667,38323,32726,43579,28908,20777,2213,5000,20000,1000,672,1200,0,2,37163.333333333336,9,0.11261616161616163
100000,0,1,0,0,1,0,0,1,0,41,1,2,0,0,2,0,89137,86040,71910,65693,63835,18660,0,3515,6300,13,765,0,0,8,65879.16666666667,4,0.6587916666666667
20000,0,1,0,0,1,0,1,0,0,36,0,0,0,-2,-2,-2,7075,7860,0,0,0,0,1000,0,0,0,0,0,0,6,2489.1666666666665,1,0.12445833333333332
310000,1,0,0,0,1,0,0,1,0,41,0,0,0,0,0,0,48815,39593,104341,76635,46219,55045,2063,76651,7129,3000,10000,10000,0,8,61774.666666666664,9,0.1992731182795699
10000,0,1,0,0,1,0,1,0,0,30,3,2,2,7,7,7,2300,2300,2300,2300,2300,2300,0,0,0,0,0,0,1,4,2300.0,11,0.23
230000,0,1,0,0,1,0,1,0,0,29,2,-1,-1,-2,-2,-1,481,12381,0,0,0,376,12381,0,0,0,376,0,0,3,2206.3333333333335,7,0.009592753623188406
20000,1,0,1,0,0,0,0,1,0,41,0,0,0,0,0,2,16208,16942,18255,18468,19715,19250,1300,1600,813,1700,0,831,0,8,18139.666666666668,1,0.9069833333333334
180000,1,0,0,1,0,0,1,0,0,38,0,0,0,0,0,0,25895,26173,26260,26805,8992,10906,2000,2000,2000,1000,2000,2000,0,7,20838.5,6,0.11576944444444444
130000,1,0,1,0,0,0,1,0,0,26,0,0,0,0,0,0,113707,115323,120461,121177,4623,5402,5000,7000,5000,2000,2000,5000,0,2,80115.5,5,0.6162730769230769
60000,1,0,0,0,1,0,1,0,0,31,0,0,0,0,2,0,32632,34099,35525,38820,38066,39681,2000,2000,3900,0,2400,1500,1,4,36470.5,3,0.6078416666666666
420000,1,0,0,1,0,0,0,1,0,46,0,0,0,0,0,0,347531,345620,344364,202241,196082,189064,13503,15031,7011,7010,7013,7015,0,9,270817.0,10,0.644802380952381
80000,1,0,0,1,0,0,1,0,0,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,0.0
210000,1,0,0,0,1,0,0,1,0,35,-1,-1,-2,-2,-2,-2,3805,0,0,0,0,0,0,0,0,0,0,0,0,6,634.1666666666666,7,0.0030198412698412697
20000,1,0,0,1,0,0,1,0,0,22,0,0,0,0,0,0,18062,18374,19222,18014,18627,15811,1700,1500,1000,1000,1000,1000,0,1,18018.333333333332,1,0.9009166666666666
150000,0,1,1,0,0,0,0,1,0,49,0,0,0,0,0,0,32866,37293,36772,4521,6452,6742,5028,3000,3000,2000,378,3306,0,9,20774.333333333332,5,0.13849555555555554
30000,1,0,0,0,1,0,1,0,0,23,2,2,2,2,2,2,25487,26513,27026,27871,29017,28403,1738,1251,1596,1742,0,1374,1,1,27386.166666666668,1,0.9128722222222223
260000,1,0,0,0,1,0,1,0,0,33,-2,-2,-2,-2,-2,-2,2537,2587,3727,1885,2013,3001,2606,3749,1900,2025,3019,2680,0,5,2625.0,8,0.010096153846153847
70000,1,0,1,0,0,0,1,0,0,24,0,0,0,0,0,0,69039,68609,69217,69327,68582,68677,3000,4000,3200,3000,3000,3000,0,1,68908.5,3,0.9844071428571428
80000,0,1,0,0,1,0,1,0,0,38,1,2,2,2,2,2,67046,68439,69258,70526,71774,70503,3100,2500,3000,3000,0,2800,1,7,69591.0,3,0.8698875
50000,0,1,0,1,0,0,1,0,0,28,0,0,0,0,0,0,35277,34627,35096,9657,9617,9404,1800,1600,500,500,341,500,1,3,22279.666666666668,2,0.44559333333333334
500000,1,0,0,1,0,0,0,1,0,54,-2,-2,-2,-2,-2,-2,10929,4152,22722,7521,71439,8981,4152,22827,7521,71439,981,51582,0,10,20957.333333333332,10,0.04191466666666666
200000,1,0,0,0,1,0,0,1,0,37,-2,-2,-2,-2,-2,-2,1324,0,0,0,0,0,0,0,0,0,0,0,0,6,220.66666666666666,7,0.0011033333333333333
60000,0,1,0,0,1,0,1,0,0,27,0,0,-1,-1,0,0,20567,11937,1536,59038,54586,56375,4000,1536,59038,1300,3000,2000,0,2,34006.5,3,0.566775
90000,1,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,32154,33521,34443,31223,31723,32505,1888,1810,1300,1152,1310,1197,0,2,32594.833333333332,4,0.36216481481481483
220000,1,0,1,0,0,0,0,1,0,38,-1,-1,-1,-1,-1,-1,20000,3450,5516,47619,28800,8561,3450,5549,50019,28800,8561,16599,0,7,18991.0,7,0.08632272727272727
180000,1,0,0,1,0,0,1,0,0,30,0,0,0,0,0,0,174104,171889,172288,175557,178010,178976,7000,8000,8000,7001,6600,7000,0,4,175137.33333333334,6,0.9729851851851853
80000,0,1,0,1,0,0,0,0,1,58,0,0,0,-2,-2,-2,3719,4444,0,0,0,0,1000,0,0,0,0,0,0,10,1360.5,3,0.01700625
20000,1,0,0,1,0,0,0,1,0,24,0,0,0,0,-1,0,17599,18920,19000,0,80,540,1920,1000,0,40,1000,844,0,1,9356.5,1,0.467825
170000,1,0,0,0,1,0,0,1,0,30,-2,-2,-2,-1,-1,-1,5280,5020,996,35490,6000,5350,5020,996,35490,6000,5350,12500,0,4,9689.333333333334,6,0.056996078431372554
300000,1,0,0,0,1,0,0,1,0,31,0,0,0,0,0,0,149893,152529,152882,113347,114554,116357,7000,6000,4084,4056,4300,6609,0,4,133260.33333333334,9,0.44420111111111116
50000,1,0,0,1,0,0,0,1,0,56,0,0,0,0,0,0,48836,48049,47060,19171,18624,18923,2000,2000,1000,1000,1000,1000,0,10,33443.833333333336,2,0.6688766666666667
140000,0,1,0,1,0,0,1,0,0,36,0,0,0,0,0,2,59693,61732,62411,64372,70015,68745,3000,2300,3000,6700,0,3000,0,6,64494.666666666664,5,0.46067619047619046
230000,0,1,0,1,0,0,1,0,0,31,0,0,0,0,0,0,170041,174811,177733,182106,183965,186979,9800,6418,8000,7000,6618,11000,0,4,179272.5,7,0.779445652173913
340000,0,1,0,1,0,0,0,1,0,38,0,0,-1,-1,-1,0,8347,5190,612,1429,19513,19650,2000,612,1429,19513,3000,3000,0,7,9123.5,9,0.026833823529411764
80000,1,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,35220,38215,38598,40560,40968,42321,4000,5390,3000,1453,2000,1677,0,2,39313.666666666664,3,0.4914208333333333
500000,1,0,0,1,0,0,0,1,0,30,-2,-2,-2,-2,-2,-2,344,5757,1820,2308,807,4966,5757,1820,2308,807,4966,3240,0,4,2667.0,10,0.005334
20000,0,1,0,0,1,0,1,0,0,23,0,0,0,0,0,0,10242,18778,19065,18025,17414,17068,10000,1300,1300,609,700,1809,0,1,16765.333333333332,1,0.8382666666666666
290000,0,1,0,1,0,0,0,1,0,50,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,9,0.0
260000,0,1,0,0,1,0,0,1,0,34,-1,-1,-1,-1,-1,-1,49657,291,51058,2351,34039,291,291,51058,35696,34039,291,291,0,5,22947.833333333332,8,0.08826089743589743
50000,1,0,1,0,0,0,1,0,0,30,0,0,0,2,-1,-1,16986,6929,8743,1000,5557,5027,1186,2000,0,5557,470,0,1,4,7373.666666666667,2,0.14747333333333335
80000,0,1,0,1,0,0,1,0,0,27,1,-2,-2,-1,-1,-2,0,0,0,200,0,0,0,0,200,0,0,698,0,2,33.333333333333336,3,0.0004166666666666667
50000,0,1,1,0,0,0,1,0,0,22,0,0,0,0,0,0,45803,46696,15287,7694,7921,8041,2400,1123,500,500,400,500,0,1,21907.0,2,0.43814
150000,1,0,0,0,1,0,1,0,0,34,-2,-1,2,0,0,-2,0,13206,10227,398,0,0,13206,0,0,0,0,0,0,5,3971.8333333333335,5,0.02647888888888889
20000,1,0,0,1,0,0,1,0,0,46,-1,-1,-1,0,0,-2,189,2249,3551,6180,0,0,2249,3551,5000,0,0,0,1,9,2028.1666666666667,1,0.10140833333333334
500000,1,0,0,0,1,0,0,1,0,35,-1,-1,-1,-1,-1,-1,3290,10881,2517,2957,889,40855,11000,2517,2957,1000,41000,170,1,6,10231.5,10,0.020463
30000,1,0,0,0,1,0,1,0,0,23,0,0,0,0,0,0,14544,15597,16641,17659,18066,18775,1300,1300,1300,700,1000,1000,1,1,16880.333333333332,1,0.5626777777777777
180000,1,0,0,1,0,0,1,0,0,44,-1,-1,-1,-1,2,-1,3481,757,9877,4383,3482,4479,761,9962,3485,2,4479,5392,0,9,4409.833333333333,6,0.024499074074074072
200000,1,0,0,1,0,0,1,0,0,38,0,0,0,2,-1,0,18703,9733,7078,1195,43115,43869,1533,2395,0,45000,1600,2000,0,7,20615.5,7,0.1030775
320000,1,0,0,1,0,0,0,1,0,46,-1,-1,-1,-1,0,-1,545,5590,8477,18428,119,9416,5590,8489,18443,0,9416,2328,0,9,7095.833333333333,9,0.022174479166666667
120000,1,0,0,1,0,0,0,1,0,39,0,0,0,0,0,0,114644,117110,117050,117486,117720,118773,4320,4200,4200,4300,4400,4200,0,7,117130.5,5,0.9760875
220000,1,0,0,0,1,0,1,0,0,29,1,-1,-1,-1,-1,-1,0,3003,2646,1125,0,3455,3003,2646,1125,0,3455,1000,0,3,1704.8333333333333,7,0.007749242424242424
100000,1,0,0,1,0,0,0,1,0,33,1,2,2,2,2,2,12560,16103,11166,10099,10861,9932,0,4250,0,1209,0,1000,0,5,11786.833333333334,4,0.11786833333333334
110000,0,1,0,0,1,0,1,0,0,33,0,0,0,0,0,0,92575,86147,87889,61123,59395,52189,4000,5009,4000,3027,3000,2500,0,5,73219.66666666667,4,0.6656333333333334
60000,1,0,1,0,0,0,1,0,0,51,0,0,0,0,0,0,56793,57455,59295,19212,19232,19218,2342,3057,700,700,682,700,0,10,38534.166666666664,3,0.6422361111111111
400000,0,1,0,0,1,0,0,1,0,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,10,0.0
240000,1,0,0,1,0,0,1,0,0,42,1,2,2,0,0,0,187558,187333,163332,166813,170739,174532,6700,0,6900,6000,6000,6000,1,8,175051.16666666666,8,0.7293798611111111
360000,0,1,0,0,1,0,1,0,0,28,-1,-1,0,0,0,0,9179,10977,14190,16328,17383,17194,10977,8500,4000,1700,371,1150,0,3,14208.5,9,0.039468055555555555
200000,0,1,0,0,1,0,0,1,0,41,-2,-2,-2,-2,-2,-2,10799,1208,1585,1470,1273,1000,1213,1585,1470,1273,1000,1555,0,8,2889.1666666666665,7,0.014445833333333333
120000,1,0,0,0,1,0,1,0,0,35,2,2,2,2,0,0,110581,104687,112279,108089,88594,87630,0,10800,0,3500,3400,3500,1,6,101976.66666666667,5,0.8498055555555556
160000,1,0,1,0,0,0,0,1,0,53,0,0,0,0,0,0,123760,124218,124438,112113,96459,93449,6018,5810,4591,3524,3542,3426,0,10,112406.16666666667,6,0.7025385416666667
150000,1,0,0,1,0,0,0,1,0,37,1,2,2,0,0,0,108784,110405,106317,30906,31457,32134,4800,0,1240,1200,1200,1300,1,6,70000.5,5,0.46667
150000,0,1,0,0,1,0,0,1,0,46,0,0,0,0,0,0,97832,98403,99263,100920,86781,71408,4555,3500,3300,3027,3000,2700,0,9,92434.5,5,0.61623
200000,1,0,0,1,0,0,1,0,0,36,0,0,0,0,0,0,10890,11902,12907,15369,15863,16059,1500,1500,3000,750,600,1490,0,6,13831.666666666666,7,0.06915833333333334
120000,1,0,0,1,0,0,1,0,0,38,-1,2,2,-1,-1,0,652,652,0,326,652,326,0,0,326,652,0,326,0,7,434.6666666666667,5,0.0036222222222222224
110000,1,0,0,1,0,0,1,0,0,40,0,0,0,0,0,0,96155,96752,98884,98501,34250,35874,5000,5000,3000,3000,3000,3000,0,7,76736.0,4,0.6976
230000,1,0,0,0,1,0,0,1,0,38,-1,-1,0,0,0,0,2130,62469,62583,59047,52574,43723,62469,5000,2000,5000,5000,3000,0,7,47087.666666666664,7,0.20472898550724636
110000,0,1,0,0,1,0,1,0,0,29,0,0,0,0,0,0,18166,18364,19742,23886,29949,34969,3000,3500,5500,10000,6000,10000,0,3,24179.333333333332,4,0.2198121212121212
160000,1,0,0,1,0,0,0,1,0,30,0,0,0,-2,-2,-2,5331,6020,1194,694,1800,186,1153,1202,694,1800,186,3573,0,4,2537.5,6,0.015859375
70000,0,1,0,0,1,0,1,0,0,28,0,0,0,0,0,0,9214,10560,12071,12866,14644,16230,1500,2000,1000,2000,2000,3000,0,3,12597.5,3,0.17996428571428572
360000,1,0,0,1,0,0,0,1,0,37,-1,2,2,-2,-2,-2,5748,550,0,0,0,0,0,0,0,0,0,0,0,6,1049.6666666666667,9,0.002915740740740741
170000,0,1,0,0,1,0,0,1,0,44,-1,-1,-1,-1,-1,-1,6569,29039,1716,2442,14605,2895,29069,1721,2442,14605,2895,9608,0,9,9544.333333333334,6,0.05614313725490196
30000,1,0,0,1,0,0,0,1,0,37,-2,-2,-2,-2,-2,-2,108,709,11726,2628,2659,4483,709,11726,2713,2659,4483,3676,0,6,3718.8333333333335,1,0.12396111111111112
130000,1,0,0,1,0,0,1,0,0,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,5,0.0
110000,1,0,1,0,0,0,0,1,0,55,-1,2,0,0,2,2,4924,4305,4770,5819,4807,5579,0,1087,1532,0,1000,0,1,10,5034.0,4,0.04576363636363636
180000,0,1,1,0,0,0,1,0,0,40,0,0,0,0,0,-1,66218,15155,11052,8541,37951,57757,1811,5008,5000,30000,62010,50077,0,7,32779.0,6,0.18210555555555555
250000,1,0,0,1,0,0,1,0,0,44,1,-1,-1,0,0,0,0,664,62791,48598,50078,36050,664,65791,2000,2100,2000,0,0,9,33030.166666666664,8,0.13212066666666666
30000,0,1,1,0,0,0,1,0,0,52,1,2,0,0,0,0,18034,16604,16635,15413,14296,9090,6,1335,2000,0,0,939,0,10,15012.0,1,0.5004
500000,1,0,0,1,0,0,0,1,0,35,0,0,0,0,0,0,286595,292813,302966,300000,400000,0,11000,14846,6000,100000,0,279260,0,6,263729.0,10,0.527458
210000,1,0,1,0,0,0,0,1,0,27,0,0,-2,-1,-1,-2,4700,0,0,1008,0,0,0,0,1008,0,0,0,0,2,951.3333333333334,7,0.004530158730158731
220000,1,0,0,1,0,0,0,1,0,34,0,0,0,0,0,0,36242,38320,39700,40737,42743,44052,3000,2000,2000,3000,2000,3000,0,5,40299.0,7,0.18317727272727272
220000,0,1,0,0,1,0,1,0,0,24,0,0,0,-1,-1,-1,105607,108917,111520,8303,0,85632,5000,5050,8303,0,85632,0,0,1,69996.5,7,0.3181659090909091
200000,0,1,0,1,0,0,0,1,0,44,-1,-1,-1,-1,-1,-1,4735,3668,21602,3760,2925,16751,3679,21666,4971,2933,16759,5010,0,9,8906.833333333334,7,0.044534166666666666
580000,1,0,0,0,1,0,0,1,0,31,0,0,0,0,0,0,484798,475282,485511,488800,500723,511905,19000,20036,20000,20000,20056,16987,0,4,491169.8333333333,10,0.846844540229885
80000,1,0,0,1,0,0,0,1,0,27,-1,-1,-1,-1,-1,-1,1995,0,680,2862,5539,0,0,680,2862,5539,0,5775,0,2,1846.0,3,0.023075
480000,0,1,0,0,1,0,0,1,0,44,0,0,0,0,0,0,350110,316685,312615,316685,302248,311651,14082,15023,15098,10008,15045,20164,0,9,318332.3333333333,10,0.663192361111111
10000,0,1,1,0,0,0,1,0,0,24,0,0,0,0,0,0,2736,4050,5426,6743,8544,9858,3000,2000,2000,2000,2000,1000,0,1,6226.166666666667,11,0.6226166666666667
